fileid,mic_file,duration_sec,predicted_doa_count,predicted_doas,selected_enhanced_index,selected_doa,selected_rms,selected_enhanced_file,gt_dominant_spk1_doa,selected_doa_error_deg,gt_text_file,wer,edit_distance,ref_words,reference,hypothesis,ipdnet2_sec,dsenet_sec,whisper_sec,total_sec,ipdnet2_rtf,dsenet_rtf,whisper_rtf,total_rtf,under_realtime
123,mic_fileid_123_doa174_3spk.wav,15.982125,3,"89,175,325",2,325,0.05184313727248607,enhanced_fileid_123_pred325_idx2_loudest.wav,323,2.0,text_fileid_123_doa323_spk1.txt,0.14705882352941177,5,34,IT IS THE STORY OF SARAMA IN THE RIG VEDA AND WAS WRITTEN IN SANSCRIT UNDER THE SHADOW OF THE HIMALAYAS CENTURIES BEFORE HOMER SUCH UNIFORMITY POINTS NOT TO A COMMON SOURCE IN HISTORY,It is the story of Sarala in the Rig Vita and was written in Sanskrit under the shadow of the Himalayas in centuries before Homer. Such uniformity points not to a common form in history.,0.13007010599994828,4.650998105000099,0.3546994559999348,5.135767666999982,0.008138473826224502,0.2910124970865951,0.022193510312297944,0.32134448122511755,1
124,mic_fileid_124_doa62_3spk.wav,16.42375,3,"7,57,335",1,57,0.039868930334573394,enhanced_fileid_124_pred57_idx1_loudest.wav,251,166.0,text_fileid_124_doa251_spk1.txt,1.0789473684210527,41,38,AND THEN WITHOUT FAIL YOU SHALL HAVE YOUR PUPPETS TO PLAY WITH ALMOST BEFORE THE GNOME HAD FINISHED THE DISAPPOINTED PRINCESS TURNED AWAY AND MARCHED OFF TO HER OWN APARTMENTS WITHOUT DEIGNING TO ANSWER HIM THE GNOME HOWEVER,"And you avenge yourself by reviving all of us. It is really too bad,"" she said, pouting like a spoiled child. By a joe-wrote fumble, Dick chimed in, to tell us about your role as, and we'd be interesting to know the reason.",0.1406796490000488,4.813579206999975,0.5266809849999845,5.4809398410000085,0.008565622893678291,0.29308648798234116,0.03206825390060032,0.33372036477661976,1
125,mic_fileid_125_doa76_3spk.wav,16.736625,3,"69,89,341",2,341,0.02673305204228257,enhanced_fileid_125_pred341_idx2_loudest.wav,303,38.0,text_fileid_125_doa303_spk1.txt,1.1818181818181819,39,33,THINKING THE WHILE OF THE PREPARATION OF CHRIST'S BODY FOR THE TOMB AND OF HIM WHO SAID INASMUCH AS YE DO IT TO THE LEAST OF MY BRETHREN YE DO IT UNTO ME,"I heard, I need a lot of things. What we've just been talking about. And what was the excitement you were in just before breakfast this morning? Excitement? Greg, you may trust me. For the first time, she was wholly serious.",0.145483970999976,4.901901575000011,0.4765867959999923,5.523972341999979,0.008692551276017478,0.29288471092588925,0.028475681088630016,0.3300529432905367,1
126,mic_fileid_126_doa119_3spk.wav,15.091875,3,"71,114,351",1,114,0.0528630277955275,enhanced_fileid_126_pred114_idx1_loudest.wav,119,5.0,text_fileid_126_doa119_spk1.txt,0.2564102564102564,10,39,WELL THE WIDOW SAID SHE RECKONED THAT BOYS OUGHT TO BE LET OUT AS WELL AS IN FOR HALF PRICE AND SO SHE LAID DOWN TWO BITS ALLOWING THAT SHE WANTED A FEW MINUTES PRIVATE CONVERSATION WITH HER BUD,"Well, the widow said she reckoned that boy loved to be let out as well as in for half price, but thought she lay down two bits, allowing her to walk a few minutes by with conversation with her bud.",0.12361212599989813,4.22406724099983,0.3923144369998681,4.739993803999596,0.008190640725549219,0.27989015553069646,0.025995075959737813,0.3140758722159835,1
127,mic_fileid_127_doa151_3spk.wav,16.947,3,"143,211,358",0,143,0.05903320027299806,enhanced_fileid_127_pred143_idx0_loudest.wav,231,88.0,text_fileid_127_doa231_spk1.txt,0.9333333333333333,42,45,AND CRAWLING ONWARDS HE PEEPED OVER THE CLIFF AND SAW WILD MAN PICKING HIS BIRDS HE CRAWLED A LITTLE NEARER AND THEN HURLED DOWN A GREAT STONE AND KILLED HIM YORK DECLARED FOR A LONG TIME AFTERWARDS STORMS RAGED AND MUCH RAIN AND SNOW FELL,"Since the refusal which his cousin had steadfastly given him would naturally flow from her bashful modesty and ingenious delicacy of her character. This information, however, started on to his advantage.",0.14614331000007041,5.032108126999901,0.3764956509999138,5.5547470879998855,0.008623550480915232,0.29693208986840747,0.022216064849230766,0.3277717051985535,1
128,mic_fileid_128_doa219_3spk.wav,12.895,3,"66,205,330",2,330,0.017789730499508934,enhanced_fileid_128_pred330_idx2_loudest.wav,300,30.0,text_fileid_128_doa300_spk1.txt,1.1851851851851851,32,27,AND HER ASTONISHMENT WAS CONSEQUENTLY SO GREAT AS TO OVERCOME AT FIRST THE BOUNDS OF DECORUM AND SHE COULD NOT HELP CRYING OUT ENGAGED TO MISTER COLLINS,"This is Kutchik was right, and I'm guessing that she didn't get a disapproved of her, but she had not quite hit her finger on the reason. I did. Too much of an Africanist stackball survival.",0.1166960170000948,3.4179277170001114,0.43624011900010373,3.97086385300031,0.00904971050795617,0.265058372780156,0.03383017595968234,0.3079382592477945,1
129,mic_fileid_129_doa36_3spk.wav,16.374125,3,"54,139,184",1,139,0.0952292798536458,enhanced_fileid_129_pred139_idx1_loudest.wav,141,2.0,text_fileid_129_doa141_spk1.txt,0.19444444444444445,7,36,THE LIKE INCREASE OF THE BILLS WAS OBSERVED IN THE PARISHES OF SAINT BRIDE'S ADJOINING ON ONE SIDE OF HOLBORN PARISH AND IN THE PARISH OF SAINT JAMES CLERKENWELL ADJOINING ON THE OTHER SIDE OF HOLBORN,"The like increase of the bills was observed in the parishes of St. Braddart, adjoining on one side of Holburn Parish and in the parish of St. James. Clicking well, adjoining on the other side of Holburn.",0.15783035699996617,4.6921601439998994,0.4556286679999175,5.305619168999783,0.009639010145578232,0.28655944326795474,0.0278261383738012,0.32402459178733417,1
130,mic_fileid_130_doa67_3spk.wav,16.855375,3,"64,109,312",0,64,0.06941341244604281,enhanced_fileid_130_pred64_idx0_loudest.wav,67,3.0,text_fileid_130_doa67_spk1.txt,0.0,0,44,AND FELT HIS LOSS DEEPLY IT WAS HER OUTSPOKEN AFFECTION THAT PROVOKED A QUARREL BETWEEN HER AND JULIUS AND WHICH LED TO THE BREAKING OF THEIR ENGAGEMENT LUCY HAD A HIGH TEMPER WHICH HAD BEEN KEPT IN SUBJECTION DURING THE LIFE OF SIR SIMON,"and felt his loss deeply. It was her outspoken affection that provoked a quarrel between her and Julius, and which led to the breaking of their engagement. Lucy had a high temper, which had been kept in subjection during the life of Sir Simon.",0.13624293500015483,4.939392008000141,0.46190526500004125,5.537540208000337,0.008083055701825373,0.293045512662883,0.027404033728115885,0.32853260209282426,1
131,mic_fileid_131_doa55_3spk.wav,17.103125,3,"54,157,201",2,201,0.04278436785991129,enhanced_fileid_131_pred201_idx2_loudest.wav,204,3.0,text_fileid_131_doa204_spk1.txt,0.7777777777777778,28,36,BUT AN ENCHANTED PRINCE WHO HAS BEEN DOOMED TO SPEND HIS YOUTH IN MISERY IF YOU ONLY LIKED PRINCESS YOU COULD SAVE ME BUT YOU WOULD HAVE TO SAY GOOD BYE TO ALL YOUR OWN PEOPLE,"But then a chance of print, or has been no consent as in the other years, is to only like princess in a consensus. But you would have to think of us who are all capable.",0.14075262200003635,5.101523767999879,0.36336402799997813,5.6056404179998935,0.008229643530058768,0.2982802130020028,0.021245475782933128,0.3277553323149947,1
132,mic_fileid_132_doa43_3spk.wav,17.404,3,"38,47,74",2,74,0.03930586100290336,enhanced_fileid_132_pred74_idx2_loudest.wav,77,3.0,text_fileid_132_doa77_spk1.txt,0.2702702702702703,10,37,BUT MY FATHER CRIED LORENZO FLORENCE IS FREE FLORENCE IS HAPPY FLORENCE IS A SLAVE FLORENCE IS POOR CRIED SAVONAROLA POOR IN GENIUS POOR IN MONEY AND POOR IN COURAGE POOR IN GENIUS BECAUSE AFTER YOU LORENZO,"But my father, Brian Lorenzo, Florence is free, Florence is happy. Florence is a slave, Florence is poor, France have an oral ill. Poor ingenious, poor in money and poor in courage. Poor ingenious because after you Lorenzo.",0.15022962700004427,5.236261096999897,0.46950255199999447,5.855993275999936,0.008631902263849935,0.30086538134910923,0.02697670374626491,0.33647398735922407,1
133,mic_fileid_133_doa178_3spk.wav,15.6435,3,"26,184,334",2,334,0.06693641628740031,enhanced_fileid_133_pred334_idx2_loudest.wav,336,2.0,text_fileid_133_doa336_spk1.txt,0.041666666666666664,2,48,GLAD TO KNOW THAT SAID GRACE THERE WERE SO MANY DIFFERENT KINDS OF NOISES I COULDN'T DISTINGUISH IT THERE WAS ONE NOISE THAT STARTED THAT WAS PROMPTLY HUSHED SAID ANNE YOU HEARD IT TOO DIDN'T YOU JESSICA OH YES GIRLS I INTENDED TELLING YOU BEFORE THIS REPLIED JESSICA,"Glad to know that, sir Grace. There were so many different kinds of noises I couldn't distinguish it. There was one noise that started that was promptly hushed, said Anne. You heard it too, didn't you, Jessica? Oh yes, girls. I intended telling you before that, replied Jessica.",0.14053446100001565,4.495688109000412,0.5430627849998473,5.179285355000275,0.00898356895835431,0.2873837765845503,0.034714915779707055,0.3310822613226116,1
134,mic_fileid_134_doa125_3spk.wav,16.227125,3,"122,171,357",0,122,0.04135437282377979,enhanced_fileid_134_pred122_idx0_loudest.wav,125,3.0,text_fileid_134_doa125_spk1.txt,0.06521739130434782,3,46,YES AND I TOOK A PICTURE OF THE SAUCY GIRL WHILE SHE WAS TRYING TO STOP YOURS SAID JASPER SO SHE DIDN'T DO MUCH HARM AFTER ALL OH HERE IS A SPLENDID GROUP SEE THEM STANDING BY THAT OLD TUMBLE DOWN HOUSE POLLY HE ADDED EXCITEDLY,"Yes, and I took a picture of the slothed girl while she was trying to stop yours, said Jasper, so she didn't do much harm after all. Oh, here is a splendid group. See them standing by that old tumble-down house, Polly? He added, excitedly.",0.15212953600007495,4.679441410999971,0.5763330810000298,5.407904028000075,0.00937501473613317,0.28837156372431777,0.03551664765015551,0.3332632261106065,1
135,mic_fileid_135_doa93_3spk.wav,16.942375,3,"15,88,205",2,205,0.04595606744297165,enhanced_fileid_135_pred205_idx2_loudest.wav,258,53.0,text_fileid_135_doa258_spk1.txt,0.975609756097561,40,41,I HAVE BROUGHT A STRANGE CREATURE WEARING THE METAL OF A THARK WHOM IT IS MY PLEASURE TO HAVE BATTLE WITH A WILD THOAT AT THE GREAT GAMES HE WILL DIE AS BAR COMAS YOUR JEDDAK SEES FIT IF AT ALL,"Urging that board carefully for these logs which he described, and to note the precise location of beach in latitude and longitude, at a time the observation was made. Hundreds of castles sailing over the waters of the Earth.",0.1369195720001244,5.052145842999835,0.44026162199998,5.629327036999939,0.00808148633235449,0.29819584580082986,0.025985826780482668,0.33226315891366703,1
136,mic_fileid_136_doa59_3spk.wav,17.275375,3,"59,104,216",0,59,0.04258182200450531,enhanced_fileid_136_pred59_idx0_loudest.wav,253,166.0,text_fileid_136_doa253_spk1.txt,1.0,40,40,HIS THROAT AND BREAST WERE GRAY SHADING INTO BRIGHT YELLOW UNDERNEATH HIS BACK AND HEAD WERE OF A GRAYISH BROWN WITH A TINT OF OLIVE GREEN A POINTED CAP WAS ALL THAT WAS NEEDED TO MAKE HIM QUITE DISTINGUISHED LOOKING,"For long years of service as nurse, she came to be called Mother Gooch. This good woman had one peculiarity. She was accustomed to crude, queer rhymes and jingles over the cradles of her charges. And these rhymes...",0.15336470599982022,5.135793153999657,0.4600975250000374,5.749255384999515,0.008877648444668797,0.2972898217259919,0.026633142551176887,0.3328006127218376,1
137,mic_fileid_137_doa84_3spk.wav,17.242625,3,"84,173,175",2,175,0.05326829130675021,enhanced_fileid_137_pred175_idx2_loudest.wav,173,2.0,text_fileid_137_doa173_spk1.txt,0.08888888888888889,4,45,BUT A NOTE IN THE MARGIN OF THE CIRCULAR INFORMED THEM THAT IT STOOD TWO AND A HALF FEET HIGH WHEN SET UP IN ALL ITS DIGNITY AND SPLENDOR ON A PROPER TABLE THREE DOLLARS EXTRA IT WAS ONLY OF POLISHED BRASS CONTINUED THE CIRCULAR,"But a note in the margin of the circular informed them that it stood two and a half feet high, one set up in all its dignity and splendor on a proper table, $3 extra. It was only as polished brass continued the circular.",0.1473210780000045,5.111898996000036,0.44559866699978556,5.704818740999826,0.008544005219623143,0.2964687219028446,0.02584285553967482,0.3308555826621426,1
138,mic_fileid_138_doa68_3spk.wav,16.464125,3,"63,210,344",0,63,0.0368846234896712,enhanced_fileid_138_pred63_idx0_loudest.wav,68,5.0,text_fileid_138_doa68_spk1.txt,0.10256410256410256,4,39,I GREW USED TO EVERYTHING OR RATHER I VOLUNTARILY RESIGNED MYSELF TO ENDURING IT BUT I HAD A MEANS OF ESCAPE THAT RECONCILED EVERYTHING THAT WAS TO FIND REFUGE IN THE SUBLIME AND THE BEAUTIFUL IN DREAMS OF COURSE,"I refused everything, or rather I voluntarily resigned myself to enduring it, but I had a means of escape that reconciled everything. That was to find refuge in the Subaline and the Beautiful, in dreams, of course.",0.13806201200009127,4.806315002999781,0.4123337910000373,5.35671080599991,0.008385627052764194,0.29192653742605706,0.02504437927919263,0.32535654375801387,1
139,mic_fileid_139_doa109_3spk.wav,15.479625,3,"101,140,320",0,101,0.045439947723677904,enhanced_fileid_139_pred101_idx0_loudest.wav,109,8.0,text_fileid_139_doa109_spk1.txt,0.38461538461538464,10,26,SHE WHO IN SIMPLE CLEARNESS OF VISION SEES BEYOND THE STARS SAID WHEN HE HAD FLOWN HE WILL BE HAPPY THERE HE EVER LOVED BEAUTIFUL THINGS,"Shea, who in simple fairness of vision, sings beyond the stars, fangwending at the clone. You'll be happy there. He ever loved beautiful things?",0.13833118499997,4.425777477000111,0.3666618289998951,4.930770490999976,0.008936339543107148,0.28590986390174894,0.02368673847072491,0.318532941915581,1
140,mic_fileid_140_doa211_3spk.wav,16.87525,3,"94,195,341",2,341,0.054537127760263905,enhanced_fileid_140_pred341_idx2_loudest.wav,338,3.0,text_fileid_140_doa338_spk1.txt,0.21739130434782608,10,46,THEY HAD HEARD OUR SHOT AND CAME ACROSS TO SEE WHAT LUCK WHAT IVER IS THE MATTER WITH YE ASKED MISSUS O'SHAUGHNESSY MISTER HAYNES TOLD HER THEY HAD HEARD THE NOISE BUT HAD THOUGHT IT THUNDER MISTER HAYNES TOLD ME THAT IF I WOULD CHIRK UP,"They had heard our shout, and came across to see what luck. What ever is the matter with ye, as the uses of Shaughnessy? Mr. Haynes told her. They had heard the noise, but had thought it thunder. Mr. Haynes told me that if I would choke up!",0.1683442239998385,4.947970825000084,0.5822478529998989,5.698562901999821,0.009975806225083391,0.2932087420927147,0.03450306531754486,0.33768761363534294,1
141,mic_fileid_141_doa54_3spk.wav,16.308,3,"51,103,183",1,103,0.04676319791064923,enhanced_fileid_141_pred103_idx1_loudest.wav,54,49.0,text_fileid_141_doa54_spk1.txt,0.9523809523809523,40,42,IT POINTED THE MORAL THAT BOSTON FOR THE FINER TASTE LEFT NEW YORK NOWHERE AND THE GOOD LADY AS THE EXPONENT OF THIS DOCTRINE WHICH SHE SET FORTH AT A CERTAIN LENGTH MADE OBVIOUSLY TO DENSHER'S MIND HER NEAREST APPROACH TO SUPPLYING,We discover beauty just as we discover the physical properties of things. Training is needed to make us experts in inner line. Single sensations also leave me ambigence. Shall we say?,0.15831593199982308,4.710744215000204,0.3614008580000245,5.230461005000052,0.009707869266606762,0.2888609403360439,0.022160955236695153,0.32072976483934584,1
142,mic_fileid_142_doa64_3spk.wav,17.297625,3,"60,102,194",2,194,0.05743995208953856,enhanced_fileid_142_pred194_idx2_loudest.wav,193,1.0,text_fileid_142_doa193_spk1.txt,0.0,0,38,IN ED GRIFFITH'S SALOON BUT AS THEY WALKED ABOUT UNDER THE TREES THEY OCCASIONALLY EMBRACED THE NIGHT AND THEIR OWN THOUGHTS HAD AROUSED SOMETHING IN THEM AS THEY WERE RETURNING TO MAIN STREET THEY PASSED THE LITTLE LAWN,"in Ed Griffith's Saloon. But as they walked about under the trees, they occasionally embraced. The night and their own thoughts had aroused something in them. As they were returning to Main Street, they passed the little lawn.",0.14305533200013087,5.121280299999853,0.43834763300014856,5.7026832650001325,0.00827022969917147,0.2960684082352261,0.02534149243032778,0.3296801303647254,1
143,mic_fileid_143_doa172_3spk.wav,16.728375,3,"175,344,356",2,356,0.055061792620752704,enhanced_fileid_143_pred356_idx2_loudest.wav,351,5.0,text_fileid_143_doa351_spk1.txt,0.2222222222222222,8,36,SAID MISS BINGLEY WILL SHE BE AS TALL AS I AM I THINK SHE WILL SHE IS NOW ABOUT MISS ELIZABETH BENNET'S HEIGHT OR RATHER TALLER HOW I LONG TO SEE HER AGAIN I NEVER MET,"Sineless thingy. Will she be as tall as I am? I think she will. She's now about Miss Elizabeth Benethaly, or rather taller. How long to see her again? I never met...",0.1373173479998968,4.908484902999817,0.41719795599988174,5.463000206999595,0.00820864835944297,0.29342269664565845,0.02493953871788992,0.32657088372299137,1
144,mic_fileid_144_doa170_3spk.wav,16.596875,3,"102,171,216",1,171,0.015401633685367308,enhanced_fileid_144_pred171_idx1_loudest.wav,250,79.0,text_fileid_144_doa250_spk1.txt,1.6296296296296295,44,27,BUT AS BETWEEN FRIEN'S CERTAIN DELICATE LITTLE FACTS IN YOUR PAST LIFE HAVE COME INADVERTENTLY TO ME HEARING SOMETIMES HE WOULD ALLUDE TO A CERTAIN DOCUMENT OR,"Possibly while escaping from the inspector's mess kennel of a Confederate thicket. In those days Confederate thickets were not very particular as to the quality of your kind of food, but I have a suspicion that even a razor bag would have been a welcome addition to their appeal.",0.14190804400004708,4.869722553999964,0.4935196779999842,5.505150275999995,0.00855028696667578,0.2934120160572375,0.0297356989192233,0.33169800194313653,1
145,mic_fileid_145_doa40_3spk.wav,15.536875,3,"37,97,334",0,37,0.053213566406883815,enhanced_fileid_145_pred37_idx0_loudest.wav,40,3.0,text_fileid_145_doa40_spk1.txt,0.16216216216216217,6,37,OH EXCLAIMED REBECCA SYMPATHETICALLY MINE WAS NO SHOES AND TOO MANY BABIES AND NOT ENOUGH BOOKS BUT YOU'RE ALL RIGHT AND HAPPY NOW AREN'T YOU SHE ASKED DOUBTFULLY FOR THOUGH HE LOOKED HANDSOME WELL FED AND PROSPEROUS,"Oh! exclaimed Rameka sympathetically, Mine was no shoes and too many babies and not enough books. But you're a little right and happy now, aren't you? She asked out-of-flee, for though he looked handsome, Well-fed and prosperous.",0.12042065499986165,4.451264622000053,0.5282366320000165,5.0999219089999315,0.007750635504235031,0.2864967776338584,0.03399889823404104,0.32824631137213445,1
146,mic_fileid_146_doa55_3spk.wav,15.596625,3,"54,88,171",2,171,0.03131311702458349,enhanced_fileid_146_pred171_idx2_loudest.wav,170,1.0,text_fileid_146_doa170_spk1.txt,0.12195121951219512,5,41,AS THOUGH WONDERING WHETHER THE MISSILE THAT HAD STRUCK HIM THERE HAD ALSO BEEN LOADED IN THAT WAY WE'RE SORRY MISTER CHASE THAT YOUR WINDOW WAS BROKEN SAID FRANK STEADILY IT WAS AN ACCIDENT I GIVE YOU MY WORD ABOUT THAT,"I was not wondering whether the missile that had struck him there had also been loaded in that way. We're sorry, Mr. Chase, that your window was broken, said Frank steadily. It was an accident. I gave you my word about that.",0.13698978599995826,4.601118049999968,0.5094213800000489,5.247529215999975,0.008783296770933344,0.2950072884357974,0.0326622830259783,0.33645286823270903,1
