fileid,chunk_count,chunk_indices,chunk_mic_files,audio_duration_sec,gt_dominant_spk1_doa,gt_text_file,wer,edit_distance,ref_words,reference,hypothesis,selected_doas,mean_selected_doa_error_deg
130,5,"1,2,3,4,5",mic_fileid_130_doa67_3spk_1.wav|mic_fileid_130_doa67_3spk_2.wav|mic_fileid_130_doa67_3spk_3.wav|mic_fileid_130_doa67_3spk_4.wav|mic_fileid_130_doa67_3spk_5.wav,20.0,67,text_fileid_130_doa67_spk1.txt,0.09090909090909091,4,44,AND FELT HIS LOSS DEEPLY IT WAS HER OUTSPOKEN AFFECTION THAT PROVOKED A QUARREL BETWEEN HER AND JULIUS AND WHICH LED TO THE BREAKING OF THEIR ENGAGEMENT LUCY HAD A HIGH TEMPER WHICH HAD BEEN KEPT IN SUBJECTION DURING THE LIFE OF SIR SIMON,"and felt his loss deeply. It was her outspoken affection that provoked the quarrel between her and Julius, and which led to breaking of their engagement. Lucy had a high temper. which had been kept in subjection during the life of Sir Simon. Thank you.","65,62,64,63,182",25.8
131,4,"1,2,3,4",mic_fileid_131_doa55_3spk_1.wav|mic_fileid_131_doa55_3spk_2.wav|mic_fileid_131_doa55_3spk_3.wav|mic_fileid_131_doa55_3spk_4.wav,16.0,204,text_fileid_131_doa204_spk1.txt,0.9722222222222222,35,36,BUT AN ENCHANTED PRINCE WHO HAS BEEN DOOMED TO SPEND HIS YOUTH IN MISERY IF YOU ONLY LIKED PRINCESS YOU COULD SAVE ME BUT YOU WOULD HAVE TO SAY GOOD BYE TO ALL YOUR OWN PEOPLE,"acting on a false alarm and that there were no stand-years ahead. It's a very short way up to that. We really want to wave by ourselves. that you could force me, but you would have to. segment out there all people","158,50,200,201",51.75
132,5,"1,2,3,4,5",mic_fileid_132_doa43_3spk_1.wav|mic_fileid_132_doa43_3spk_2.wav|mic_fileid_132_doa43_3spk_3.wav|mic_fileid_132_doa43_3spk_4.wav|mic_fileid_132_doa43_3spk_5.wav,20.0,77,text_fileid_132_doa77_spk1.txt,0.5675675675675675,21,37,BUT MY FATHER CRIED LORENZO FLORENCE IS FREE FLORENCE IS HAPPY FLORENCE IS A SLAVE FLORENCE IS POOR CRIED SAVONAROLA POOR IN GENIUS POOR IN MONEY AND POOR IN COURAGE POOR IN GENIUS BECAUSE AFTER YOU LORENZO,"But my father, Private Ranzon, Florida is free, Florida is free. Happy! Florence is a slave. Florence is poor. plans, a decide on your nine For I'm Genius because after you, Lorenzo. Thank you.","76,77,79,71,178",22.0
133,4,"1,2,3,4",mic_fileid_133_doa178_3spk_1.wav|mic_fileid_133_doa178_3spk_2.wav|mic_fileid_133_doa178_3spk_3.wav|mic_fileid_133_doa178_3spk_4.wav,16.0,336,text_fileid_133_doa336_spk1.txt,0.3333333333333333,16,48,GLAD TO KNOW THAT SAID GRACE THERE WERE SO MANY DIFFERENT KINDS OF NOISES I COULDN'T DISTINGUISH IT THERE WAS ONE NOISE THAT STARTED THAT WAS PROMPTLY HUSHED SAID ANNE YOU HEARD IT TOO DIDN'T YOU JESSICA OH YES GIRLS I INTENDED TELLING YOU BEFORE THIS REPLIED JESSICA,"Glad to know that, so great. There were so many different kinds of noises I couldn't to distinguish it. There's one noise that's going to that responsible context at the end. You heard it too, didn't you Jessica? Oh yes girls, I am- I intended telling you before that's replied Jessica.","335,343,337,333",3.0
134,5,"1,2,3,4,5",mic_fileid_134_doa125_3spk_1.wav|mic_fileid_134_doa125_3spk_2.wav|mic_fileid_134_doa125_3spk_3.wav|mic_fileid_134_doa125_3spk_4.wav|mic_fileid_134_doa125_3spk_5.wav,20.0,125,text_fileid_134_doa125_spk1.txt,0.1956521739130435,9,46,YES AND I TOOK A PICTURE OF THE SAUCY GIRL WHILE SHE WAS TRYING TO STOP YOURS SAID JASPER SO SHE DIDN'T DO MUCH HARM AFTER ALL OH HERE IS A SPLENDID GROUP SEE THEM STANDING BY THAT OLD TUMBLE DOWN HOUSE POLLY HE ADDED EXCITEDLY,"Yes, and I took a picture of her fluffy girl while she was trying to stop... yours, her japper. So she didn't do much hard after all. Oh, here is a splendid group. She's been standing by that old tur- down house probably. He added excitedly.","123,126,124,122,181",12.6
135,5,"1,2,3,4,5",mic_fileid_135_doa93_3spk_1.wav|mic_fileid_135_doa93_3spk_2.wav|mic_fileid_135_doa93_3spk_3.wav|mic_fileid_135_doa93_3spk_4.wav|mic_fileid_135_doa93_3spk_5.wav,20.0,258,text_fileid_135_doa258_spk1.txt,1.0,41,41,I HAVE BROUGHT A STRANGE CREATURE WEARING THE METAL OF A THARK WHOM IT IS MY PLEASURE TO HAVE BATTLE WITH A WILD THOAT AT THE GREAT GAMES HE WILL DIE AS BAR COMAS YOUR JEDDAK SEES FIT IF AT ALL,"Urging that watch carefully for these gloves let you to start. Violent hatred to all the secretaries who were exposed to the... Looks dangerous in songs. Williams, nothing. Hundreds of taps sailing over the waters of the night. Thank you.","205,93,91,201,70",122.8
136,4,"1,2,3,4",mic_fileid_136_doa59_3spk_1.wav|mic_fileid_136_doa59_3spk_2.wav|mic_fileid_136_doa59_3spk_3.wav|mic_fileid_136_doa59_3spk_4.wav,16.0,253,text_fileid_136_doa253_spk1.txt,1.05,42,40,HIS THROAT AND BREAST WERE GRAY SHADING INTO BRIGHT YELLOW UNDERNEATH HIS BACK AND HEAD WERE OF A GRAYISH BROWN WITH A TINT OF OLIVE GREEN A POINTED CAP WAS ALL THAT WAS NEEDED TO MAKE HIM QUITE DISTINGUISHED LOOKING,"For a long years of service as nurse, she came to be called to Madhukku. which this good woman had one peculiarity. She was a... custom to crude queer rhymes and ginkgoes over the cradles of her charges. Thirdest to make him won't like my egg.","62,57,58,210",135.25
137,4,"1,2,3,4",mic_fileid_137_doa84_3spk_1.wav|mic_fileid_137_doa84_3spk_2.wav|mic_fileid_137_doa84_3spk_3.wav|mic_fileid_137_doa84_3spk_4.wav,16.0,173,text_fileid_137_doa173_spk1.txt,0.2,9,45,BUT A NOTE IN THE MARGIN OF THE CIRCULAR INFORMED THEM THAT IT STOOD TWO AND A HALF FEET HIGH WHEN SET UP IN ALL ITS DIGNITY AND SPLENDOR ON A PROPER TABLE THREE DOLLARS EXTRA IT WAS ONLY OF POLISHED BRASS CONTINUED THE CIRCULAR,But a note in the margin of the circular informed them that it stood to an A. half feet high. Once set up in all its dignity and splendor and a pr- after table $3 extra. It was only a polished brass continued the circular.,"175,175,170,175",2.25
138,5,"1,2,3,4,5",mic_fileid_138_doa68_3spk_1.wav|mic_fileid_138_doa68_3spk_2.wav|mic_fileid_138_doa68_3spk_3.wav|mic_fileid_138_doa68_3spk_4.wav|mic_fileid_138_doa68_3spk_5.wav,20.0,68,text_fileid_138_doa68_spk1.txt,0.5897435897435898,23,39,I GREW USED TO EVERYTHING OR RATHER I VOLUNTARILY RESIGNED MYSELF TO ENDURING IT BUT I HAD A MEANS OF ESCAPE THAT RECONCILED EVERYTHING THAT WAS TO FIND REFUGE IN THE SUBLIME AND THE BEAUTIFUL IN DREAMS OF COURSE,"I'm reduced to everything, or rather, by bull and scar, and it was like... myself to endure again. But I had a means of escape that reckoned Sign up every day. That was my fine refuge in the sun. Blind and beautiful in dreams, of course.","64,65,59,64,111",12.6
139,4,"1,2,3,4",mic_fileid_139_doa109_3spk_1.wav|mic_fileid_139_doa109_3spk_2.wav|mic_fileid_139_doa109_3spk_3.wav|mic_fileid_139_doa109_3spk_4.wav,16.0,109,text_fileid_139_doa109_spk1.txt,1.0,26,26,SHE WHO IN SIMPLE CLEARNESS OF VISION SEES BEYOND THE STARS SAID WHEN HE HAD FLOWN HE WILL BE HAPPY THERE HE EVER LOVED BEAUTIFUL THINGS,"She go in simple fairness of men and she is beyond the stars. through Pactin Levison's room and Lady Isabelle took up the letters. In fact, in the end, it never marked beautiful state.","103,138,94,141",20.5
140,5,"1,2,3,4,5",mic_fileid_140_doa211_3spk_1.wav|mic_fileid_140_doa211_3spk_2.wav|mic_fileid_140_doa211_3spk_3.wav|mic_fileid_140_doa211_3spk_4.wav|mic_fileid_140_doa211_3spk_5.wav,20.0,338,text_fileid_140_doa338_spk1.txt,0.5217391304347826,24,46,THEY HAD HEARD OUR SHOT AND CAME ACROSS TO SEE WHAT LUCK WHAT IVER IS THE MATTER WITH YE ASKED MISSUS O'SHAUGHNESSY MISTER HAYNES TOLD HER THEY HAD HEARD THE NOISE BUT HAD THOUGHT IT THUNDER MISTER HAYNES TOLD ME THAT IF I WOULD CHIRK UP,"This is a very good sign and quick approach to see what luck. Oh, there's a lot of water in the tissue that's not still... Mr. Haynes told her. He had heard the noise, but had thought... it thunder. Mr. Haynes told me that if I would choke up.","344,349,343,340,81",25.4
141,4,"1,2,3,4",mic_fileid_141_doa54_3spk_1.wav|mic_fileid_141_doa54_3spk_2.wav|mic_fileid_141_doa54_3spk_3.wav|mic_fileid_141_doa54_3spk_4.wav,16.0,54,text_fileid_141_doa54_spk1.txt,0.7857142857142857,33,42,IT POINTED THE MORAL THAT BOSTON FOR THE FINER TASTE LEFT NEW YORK NOWHERE AND THE GOOD LADY AS THE EXPONENT OF THIS DOCTRINE WHICH SHE SET FORTH AT A CERTAIN LENGTH MADE OBVIOUSLY TO DENSHER'S MIND HER NEAREST APPROACH TO SUPPLYING,"We discover beauty just as we discover the physical properties. of things. Training is needed to make us experts. she set forth at a certain length, and obviously, today she's... me ambience. Shall we say?","103,105,54,104",37.5
142,5,"1,2,3,4,5",mic_fileid_142_doa64_3spk_1.wav|mic_fileid_142_doa64_3spk_2.wav|mic_fileid_142_doa64_3spk_3.wav|mic_fileid_142_doa64_3spk_4.wav|mic_fileid_142_doa64_3spk_5.wav,20.0,193,text_fileid_142_doa193_spk1.txt,0.8157894736842105,31,38,IN ED GRIFFITH'S SALOON BUT AS THEY WALKED ABOUT UNDER THE TREES THEY OCCASIONALLY EMBRACED THE NIGHT AND THEIR OWN THOUGHTS HAD AROUSED SOMETHING IN THEM AS THEY WERE RETURNING TO MAIN STREET THEY PASSED THE LITTLE LAWN,"and had Griffith's soul. But as they walked about first rolled on the dirt floor, and then started methodically on... the night and the wrong thoughts and a rail and something in them. natural to cigarette and strolled back to the house with the boy.","193,64,191,61,25",86.2
143,4,"1,2,3,4",mic_fileid_143_doa172_3spk_1.wav|mic_fileid_143_doa172_3spk_2.wav|mic_fileid_143_doa172_3spk_3.wav|mic_fileid_143_doa172_3spk_4.wav,16.0,351,text_fileid_143_doa351_spk1.txt,0.5277777777777778,19,36,SAID MISS BINGLEY WILL SHE BE AS TALL AS I AM I THINK SHE WILL SHE IS NOW ABOUT MISS ELIZABETH BENNET'S HEIGHT OR RATHER TALLER HOW I LONG TO SEE HER AGAIN I NEVER MET,"Suspecting? Will she be as tall as I am? I think she will. She's now about Miss Elizabeth Benetite. Oh, I ran out of... I thought she... Okay.","345,355,354,359",5.25
144,5,"1,2,3,4,5",mic_fileid_144_doa170_3spk_1.wav|mic_fileid_144_doa170_3spk_2.wav|mic_fileid_144_doa170_3spk_3.wav|mic_fileid_144_doa170_3spk_4.wav|mic_fileid_144_doa170_3spk_5.wav,20.0,250,text_fileid_144_doa250_spk1.txt,4.296296296296297,116,27,BUT AS BETWEEN FRIEN'S CERTAIN DELICATE LITTLE FACTS IN YOUR PAST LIFE HAVE COME INADVERTENTLY TO ME HEARING SOMETIMES HE WOULD ALLUDE TO A CERTAIN DOCUMENT OR,...and between friends... ...there's a delicate model... tickets. In those days Confederate tickets were not MacGyver's Nah. We're using favorite tickets I have a lot of tickets But.. We've got my own ticket We've got my own ticket I've got my own ticket So go to the car정을 I've got tickets I've got tickets I got tickets Now I love my second ticket I've got tickets I've got tickets I've got tickets I've got tickets I've got tickets That would be in玩法 I'm not a thief wow if you've got tickets I'm not gonna steal Felicia's ticket That's to the quality of kind of food. My head's a fish in it. even a razor bag would have the welcome addition to their meal.,"240,171,171,170,130",73.6
145,4,"1,2,3,4",mic_fileid_145_doa40_3spk_1.wav|mic_fileid_145_doa40_3spk_2.wav|mic_fileid_145_doa40_3spk_3.wav|mic_fileid_145_doa40_3spk_4.wav,16.0,40,text_fileid_145_doa40_spk1.txt,0.32432432432432434,12,37,OH EXCLAIMED REBECCA SYMPATHETICALLY MINE WAS NO SHOES AND TOO MANY BABIES AND NOT ENOUGH BOOKS BUT YOU'RE ALL RIGHT AND HAPPY NOW AREN'T YOU SHE ASKED DOUBTFULLY FOR THOUGH HE LOOKED HANDSOME WELL FED AND PROSPEROUS,"Oh exclaimed Rameca sympathetically. Mine was no shi- and too many babies and not enough books. But you're a little... Right in the head now, aren't you? She had doubtfully, for now, he looked. handsome, well-fitted, prosperous.","37,37,37,39",2.5
146,4,"1,2,3,4",mic_fileid_146_doa55_3spk_1.wav|mic_fileid_146_doa55_3spk_2.wav|mic_fileid_146_doa55_3spk_3.wav|mic_fileid_146_doa55_3spk_4.wav,16.0,170,text_fileid_146_doa170_spk1.txt,0.24390243902439024,10,41,AS THOUGH WONDERING WHETHER THE MISSILE THAT HAD STRUCK HIM THERE HAD ALSO BEEN LOADED IN THAT WAY WE'RE SORRY MISTER CHASE THAT YOUR WINDOW WAS BROKEN SAID FRANK STEADILY IT WAS AN ACCIDENT I GIVE YOU MY WORD ABOUT THAT,"I was not wondering whether the missile that struck hit their head also been loaded in the That way. We're sorry, Mr. Chase, that your window was broken. said Frank steadily. It was an accident. I gave you my word about... that.","173,172,172,173",2.5
147,4,"1,2,3,4",mic_fileid_147_doa111_3spk_1.wav|mic_fileid_147_doa111_3spk_2.wav|mic_fileid_147_doa111_3spk_3.wav|mic_fileid_147_doa111_3spk_4.wav,16.0,323,text_fileid_147_doa323_spk1.txt,2.09375,67,32,THE SULTAN WITHOUT WAITING FOR SCHEHERAZADE TO ASK HIS PERMISSION BADE HER PROCEED WITH THE STORY OF THE GENIE AND THE MERCHANT UPON WHICH SCHEHERAZADE CONTINUED HER RELATION AS FOLLOWS F N,"and gave me some grown nuts and made me come again and told me We should try to appraise the different species as they wander around. that continue your relation as follows. FN. Hopefully the interview was after whatever happened in the final deadline So I asked myself what was up with when and how, and I see what I could do nextibilitab so I guess you know about today's conversation","112,166,327,164",117.25
148,4,"1,2,3,4",mic_fileid_148_doa52_3spk_1.wav|mic_fileid_148_doa52_3spk_2.wav|mic_fileid_148_doa52_3spk_3.wav|mic_fileid_148_doa52_3spk_4.wav,16.0,52,text_fileid_148_doa52_spk1.txt,0.3125,10,32,HIS LIPS CONTINUED TO MOVE SILENTLY AS THOUGH HE WERE TALKING TO HIMSELF WHICH CAUSED THEM ALL TO GAZE ATTENTIVELY AT HIM IN THE ENDEAVOR TO HEAR MORE THERE WAS NO APPLAUSE,"His lips continued to move silently as though he were talking. to themselves, which caused them all to gaze attentively. him in the endeavor to hear more. Withdraw and you are now passing the ball","49,47,48,213",43.25
149,5,"1,2,3,4,5",mic_fileid_149_doa92_3spk_1.wav|mic_fileid_149_doa92_3spk_2.wav|mic_fileid_149_doa92_3spk_3.wav|mic_fileid_149_doa92_3spk_4.wav|mic_fileid_149_doa92_3spk_5.wav,20.0,92,text_fileid_149_doa92_spk1.txt,0.2727272727272727,9,33,YOU CANNOT TELL A MAN BY THE LOBSTER HE EATS BUT YOU CAN TELL SOMETHING ABOUT HIM BY THE LITERATURE HE READS FOR INSTANCE I ONCE OCCUPIED A CARRIAGE ON AN EASTERN LINE,"You cannot tell a man by the lobster he eats. But you can't tell something about him by the letter chunky ribs. For instance, I want Let's occupy a carriage on an eastern line. Thank you.","90,93,90,89,6",18.8
150,4,"1,2,3,4",mic_fileid_150_doa91_3spk_1.wav|mic_fileid_150_doa91_3spk_2.wav|mic_fileid_150_doa91_3spk_3.wav|mic_fileid_150_doa91_3spk_4.wav,16.0,223,text_fileid_150_doa223_spk1.txt,1.1081081081081081,41,37,THIS IS WHAT I WANTED TO SEE SAID GRAHAM THIS IS WHAT I WANTED TO SEE TRYING TO AVOID A START AT A PARTICULARLY STRIKING DISFIGUREMENT SHE MIGHT HAVE DONE BETTER WITH HERSELF THAN THAT SAID ASANO,"and he was forced to promise that even in the field, except in the field, He would do nothing without the consent of the the Council of War. My event was to command in England. A soft mind head as usual.","84,86,85,88",137.25
151,4,"1,2,3,4",mic_fileid_151_doa83_3spk_1.wav|mic_fileid_151_doa83_3spk_2.wav|mic_fileid_151_doa83_3spk_3.wav|mic_fileid_151_doa83_3spk_4.wav,16.0,298,text_fileid_151_doa298_spk1.txt,1.1379310344827587,33,29,AND IS THERE ANYTHING FINER THAN TO SEARCH FOR ONE'S OWN VIRTUES IS IT NOT ALMOST TO BELIEVE IN ONE'S OWN VIRTUES BUT THIS BELIEVING IN ONE'S OWN VIRTUES,The first arrest. The administration chose suppression. They resorted to force in an attempt to unpicketing. It was a policy due to failure and certainly has all resorted to floor. to your education have failed ultimately.,"187,187,185,185",112.0
152,4,"1,2,3,4",mic_fileid_152_doa81_3spk_1.wav|mic_fileid_152_doa81_3spk_2.wav|mic_fileid_152_doa81_3spk_3.wav|mic_fileid_152_doa81_3spk_4.wav,16.0,81,text_fileid_152_doa81_spk1.txt,0.36666666666666664,11,30,SHE PRESENTLY DISCOVERED IN TRUTH THAT THIS OBLIGATION WAS OF THE LIGHTEST AND THAT MISSUS TOUCHETT CARED VERY LITTLE HOW MISS STACKPOLE BEHAVED MISSUS TOUCHETT HAD DEFINED HER TO ISABEL,"She presently discovered in truth that this obligation was of the lightest and that Mrs. Touchent, Care Mary, Little how misstackable Mrs. Touching had to find her to Isabel.","73,79,77,78",4.25
153,4,"1,2,3,4",mic_fileid_153_doa13_3spk_1.wav|mic_fileid_153_doa13_3spk_2.wav|mic_fileid_153_doa13_3spk_3.wav|mic_fileid_153_doa13_3spk_4.wav,16.0,102,text_fileid_153_doa102_spk1.txt,0.24324324324324326,9,37,I'M KEEPING OPEN HOUSE FOR A SPECIAL REASON TWO FELLOWS I KNOW ARE GETTING MARRIED TO MORROW IT'S A DOUBLE WEDDING IT'S ALSO A DOUBLE HONEYMOON BUT THEY AREN'T ONTO THAT YET HARMON'S CLEAR BROWN EYES TWINKLED,"I'm keeping open house for a special reason. Two fellows are- I know we're getting married tomorrow. It's a double wedding. It's also a... double-hunting women, but they aren't onto that yet. The government's clear brown eyes twinkle.","102,101,99,101",1.25
154,4,"1,2,3,4",mic_fileid_154_doa109_3spk_1.wav|mic_fileid_154_doa109_3spk_2.wav|mic_fileid_154_doa109_3spk_3.wav|mic_fileid_154_doa109_3spk_4.wav,16.0,109,text_fileid_154_doa109_spk1.txt,0.3333333333333333,12,36,LIBERTY TO HIM EPITOMIZES ITSELF IN ACCESS TO THE MEANS OF TOIL TO TILL THE SOIL AND LABOUR INTERMINABLY WITH RUDE IMPLEMENTS AND UTENSILS IS ALL HE ASKS OF LIFE AND OF THE POWERS THAT BE,"Remedy, to him, minimizes itself in access to the means of toys. It's filled with soil and labored terminally with root and... and your tensils is all he asks of life and of the powers that be.","104,103,108,204",26.75
155,5,"1,2,3,4,5",mic_fileid_155_doa4_3spk_1.wav|mic_fileid_155_doa4_3spk_2.wav|mic_fileid_155_doa4_3spk_3.wav|mic_fileid_155_doa4_3spk_4.wav|mic_fileid_155_doa4_3spk_5.wav,20.0,4,text_fileid_155_doa4_spk1.txt,0.7619047619047619,32,42,DON JUAN NOW WE LOOK UPON THE SMALLEST BOOK EVER PRINTED DANTE'S DIVINA COMMEDIA BOUND IN TURKEY GILT LESS THAN TWO AND ONE FOURTH INCHES LONG BY ONE AND ONE HALF INCHES WIDE THE COLLECTION OF MISTER AND MISSUS S C HALL,Now I want. Now I look upon the smallest book ever printed. Don't waste the thing that coming here. Now they're talking to you. conceiving himself as a center of everything. Collection of Mr. Amir's S. St. Paul,"8,8,171,5,48",44.0
156,4,"1,2,3,4",mic_fileid_156_doa54_3spk_1.wav|mic_fileid_156_doa54_3spk_2.wav|mic_fileid_156_doa54_3spk_3.wav|mic_fileid_156_doa54_3spk_4.wav,16.0,169,text_fileid_156_doa169_spk1.txt,0.24242424242424243,8,33,INTERRUPTED PHILIP I'VE HEARD THAT SOME PROFESSORS SAY THAT THEIR ANNEX CLASSES DO BETTER WORK THAN OURS BUT ANYBODY CAN TELL THAT THAT'S ALL ROT I BELIEVE IT'S ALL PERFECTLY TRUE SAID NORA,"Interrupted Phillip, I've heard some professors say that there- and X classes do better work than ours. But anybody can tell that that's all right. I believe... It's all perfectly true, Senua.","172,173,172,175",4.0
157,5,"1,2,3,4,5",mic_fileid_157_doa8_3spk_1.wav|mic_fileid_157_doa8_3spk_2.wav|mic_fileid_157_doa8_3spk_3.wav|mic_fileid_157_doa8_3spk_4.wav|mic_fileid_157_doa8_3spk_5.wav,20.0,155,text_fileid_157_doa155_spk1.txt,0.45098039215686275,23,51,HE AS THE CORPORAL WAS ENTERING THE CONFINES OF BOHEMIA MY UNCLE TOBY OBLIGED HIM TO HALT FOR A SINGLE MOMENT HE HAD SET OUT BARE HEADED HAVING SINCE HE PULL'D OFF HIS MONTERO CAP IN THE LATTER END OF THE LAST CHAPTER LEFT IT LYING BESIDE HIM ON THE GROUND,"He, as the cult pro, was entering the confines of Bohemia. the advice and the hope for a certain moment. He had set out. he had it, having, since he pulled off his material cap in the last that could line beside him on the ground.","157,157,156,158,13",30.0
158,4,"1,2,3,4",mic_fileid_158_doa77_3spk_1.wav|mic_fileid_158_doa77_3spk_2.wav|mic_fileid_158_doa77_3spk_3.wav|mic_fileid_158_doa77_3spk_4.wav,16.0,251,text_fileid_158_doa251_spk1.txt,0.6585365853658537,27,41,I AM QUITE AWARE THAT SCIENCE HAS TO BE ON ITS GUARD WITH DISCOVERIES OF THIS KIND I KNOW WHAT CAPITAL ENTERPRISING INDIVIDUALS LIKE BARNUM HAVE MADE OUT OF FOSSIL MEN I HAVE HEARD THE TALE OF THE KNEEPAN OF AJAX,"I am quite aware that science has to be uninscribed with discoveries of this... But when I follow him in the air, I lay on the bed. Too exhausted to get up. Even to get around the room.","242,75,72,30",125.75
159,5,"1,2,3,4,5",mic_fileid_159_doa31_3spk_1.wav|mic_fileid_159_doa31_3spk_2.wav|mic_fileid_159_doa31_3spk_3.wav|mic_fileid_159_doa31_3spk_4.wav|mic_fileid_159_doa31_3spk_5.wav,20.0,31,text_fileid_159_doa31_spk1.txt,0.2037037037037037,11,54,AND SAY MY MISTRESS VENUS DESIRES YOU TO SEND HER A LITTLE OF YOUR BEAUTY FOR IN TENDING HER SICK SON SHE HAS LOST SOME OF HER OWN BE NOT TOO LONG ON YOUR ERRAND FOR I MUST PAINT MYSELF WITH IT TO APPEAR AT THE CIRCLE OF THE GODS AND GODDESSES THIS EVENING,"And say, my mistress meaneth desire thee to send her a little of your... beauty for attending her sixth son she has lost some of her Be not too alone in your errand for I must paint myself my- to appear at the circle of the gods and goddesses this evening.","27,26,33,37,185",34.2
