fileid,chunk_count,chunk_indices,chunk_mic_files,audio_duration_sec,gt_dominant_spk1_doa,gt_text_file,wer,edit_distance,ref_words,reference,hypothesis,selected_doas,selected_doa_error_deg
126,3,"1,2,3",mic_fileid_126_doa119_3spk_1.wav|mic_fileid_126_doa119_3spk_2.wav|mic_fileid_126_doa119_3spk_3.wav,12,119,text_fileid_126_doa119_spk1.txt,0.07692307692307693,3,39,WELL THE WIDOW SAID SHE RECKONED THAT BOYS OUGHT TO BE LET OUT AS WELL AS IN FOR HALF PRICE AND SO SHE LAID DOWN TWO BITS ALLOWING THAT SHE WANTED A FEW MINUTES PRIVATE CONVERSATION WITH HER BUD,"Well, the widow said she reckoned that boys ought to be let out as well. in for half price and so she laid down two bits allowing it to She wanted a few minutes private conversation with her bud.","123,125,123",4.666666666666667
127,5,"1,2,3,4,5",mic_fileid_127_doa151_3spk_1.wav|mic_fileid_127_doa151_3spk_2.wav|mic_fileid_127_doa151_3spk_3.wav|mic_fileid_127_doa151_3spk_4.wav|mic_fileid_127_doa151_3spk_5.wav,20,231,text_fileid_127_doa231_spk1.txt,0.08888888888888889,4,45,AND CRAWLING ONWARDS HE PEEPED OVER THE CLIFF AND SAW WILD MAN PICKING HIS BIRDS HE CRAWLED A LITTLE NEARER AND THEN HURLED DOWN A GREAT STONE AND KILLED HIM YORK DECLARED FOR A LONG TIME AFTERWARDS STORMS RAGED AND MUCH RAIN AND SNOW FELL,"and crawling onwards, he peeped over the cliff and saw wild men Then, picking his birds, he crawled a little near and then hurled down a great stone and killed him. York declared for a long time how Storms raged and much rain and snow fell.","228,230,231,230,179",11.4
128,4,"1,2,3,4",mic_fileid_128_doa219_3spk_1.wav|mic_fileid_128_doa219_3spk_2.wav|mic_fileid_128_doa219_3spk_3.wav|mic_fileid_128_doa219_3spk_4.wav,16,300,text_fileid_128_doa300_spk1.txt,0.25925925925925924,7,27,AND HER ASTONISHMENT WAS CONSEQUENTLY SO GREAT AS TO OVERCOME AT FIRST THE BOUNDS OF DECORUM AND SHE COULD NOT HELP CRYING OUT ENGAGED TO MISTER COLLINS,"and her astonishment was consequently so great as to over her current first, the balance of decorum, and she could not help crying. out. Engaged in Mr. Crohn's.","300,300,300,273",6.75
129,4,"1,2,3,4",mic_fileid_129_doa36_3spk_1.wav|mic_fileid_129_doa36_3spk_2.wav|mic_fileid_129_doa36_3spk_3.wav|mic_fileid_129_doa36_3spk_4.wav,16,141,text_fileid_129_doa141_spk1.txt,0.2777777777777778,10,36,THE LIKE INCREASE OF THE BILLS WAS OBSERVED IN THE PARISHES OF SAINT BRIDE'S ADJOINING ON ONE SIDE OF HOLBORN PARISH AND IN THE PARISH OF SAINT JAMES CLERKENWELL ADJOINING ON THE OTHER SIDE OF HOLBORN,"The like increase of the bills was observed in the parishes of Saint-Bride, a joining on one side of Hopper and Parish. and in the parish of St. James, click well. joining on the other side of Holbern.","142,142,142,142",1
130,5,"1,2,3,4,5",mic_fileid_130_doa67_3spk_1.wav|mic_fileid_130_doa67_3spk_2.wav|mic_fileid_130_doa67_3spk_3.wav|mic_fileid_130_doa67_3spk_4.wav|mic_fileid_130_doa67_3spk_5.wav,20,67,text_fileid_130_doa67_spk1.txt,0.022727272727272728,1,44,AND FELT HIS LOSS DEEPLY IT WAS HER OUTSPOKEN AFFECTION THAT PROVOKED A QUARREL BETWEEN HER AND JULIUS AND WHICH LED TO THE BREAKING OF THEIR ENGAGEMENT LUCY HAD A HIGH TEMPER WHICH HAD BEEN KEPT IN SUBJECTION DURING THE LIFE OF SIR SIMON,"and felt his loss deeply. It was her outspoken affection that provoked a quarrel between her and Julius, and which led to breaking of their engagement. Lucy had a high temper. which had been kept in subjection during the life of Sir Simon.","67,67,67,67,355",14.4
131,4,"1,2,3,4",mic_fileid_131_doa55_3spk_1.wav|mic_fileid_131_doa55_3spk_2.wav|mic_fileid_131_doa55_3spk_3.wav|mic_fileid_131_doa55_3spk_4.wav,16,204,text_fileid_131_doa204_spk1.txt,0.1111111111111111,4,36,BUT AN ENCHANTED PRINCE WHO HAS BEEN DOOMED TO SPEND HIS YOUTH IN MISERY IF YOU ONLY LIKED PRINCESS YOU COULD SAVE ME BUT YOU WOULD HAVE TO SAY GOOD BYE TO ALL YOUR OWN PEOPLE,"but an enchanted prince who has been doomed to spend is youth in misery. If you only liked Prince you could save me, but you would have... to say goodbye to all your own people.","205,205,206,218",4.5
132,5,"1,2,3,4,5",mic_fileid_132_doa43_3spk_1.wav|mic_fileid_132_doa43_3spk_2.wav|mic_fileid_132_doa43_3spk_3.wav|mic_fileid_132_doa43_3spk_4.wav|mic_fileid_132_doa43_3spk_5.wav,20,77,text_fileid_132_doa77_spk1.txt,0.4864864864864865,18,37,BUT MY FATHER CRIED LORENZO FLORENCE IS FREE FLORENCE IS HAPPY FLORENCE IS A SLAVE FLORENCE IS POOR CRIED SAVONAROLA POOR IN GENIUS POOR IN MONEY AND POOR IN COURAGE POOR IN GENIUS BECAUSE AFTER YOU LORENZO,"But my father, Brian Lorenzo, Florence is free. Florence is free. happy. Florence is a slave. Florence is poor. Christ severed the roll up for a genius for the money and pouring her Orange genius because after you Lorenzo. Thank you.","78,77,78,77,94",3.8
133,4,"1,2,3,4",mic_fileid_133_doa178_3spk_1.wav|mic_fileid_133_doa178_3spk_2.wav|mic_fileid_133_doa178_3spk_3.wav|mic_fileid_133_doa178_3spk_4.wav,16,336,text_fileid_133_doa336_spk1.txt,0.16666666666666666,8,48,GLAD TO KNOW THAT SAID GRACE THERE WERE SO MANY DIFFERENT KINDS OF NOISES I COULDN'T DISTINGUISH IT THERE WAS ONE NOISE THAT STARTED THAT WAS PROMPTLY HUSHED SAID ANNE YOU HEARD IT TOO DIDN'T YOU JESSICA OH YES GIRLS I INTENDED TELLING YOU BEFORE THIS REPLIED JESSICA,"Glad to know that, sir Grace. There were so many different kinds of noises I could distinguish it. There was one noise that started that was promptly hushed to sit in. You heard it too, didn't you Jessica? Oh yes girls, I am too- I intended telling you before this, replied Jessica.","340,340,338,341",3.75
134,4,"1,2,3,4",mic_fileid_134_doa125_3spk_1.wav|mic_fileid_134_doa125_3spk_2.wav|mic_fileid_134_doa125_3spk_3.wav|mic_fileid_134_doa125_3spk_4.wav,16,125,text_fileid_134_doa125_spk1.txt,0.08695652173913043,4,46,YES AND I TOOK A PICTURE OF THE SAUCY GIRL WHILE SHE WAS TRYING TO STOP YOURS SAID JASPER SO SHE DIDN'T DO MUCH HARM AFTER ALL OH HERE IS A SPLENDID GROUP SEE THEM STANDING BY THAT OLD TUMBLE DOWN HOUSE POLLY HE ADDED EXCITEDLY,"Yes, and I took a picture of the saucy girl while she was trying to stop... yours,"" said Jasper. So she didn't do much harm after all. Oh, here is a splendid group. See them standing by that old tumble. downhouse Polly, he had it excitedly.","127,131,125,125",2
135,5,"1,2,3,4,5",mic_fileid_135_doa93_3spk_1.wav|mic_fileid_135_doa93_3spk_2.wav|mic_fileid_135_doa93_3spk_3.wav|mic_fileid_135_doa93_3spk_4.wav|mic_fileid_135_doa93_3spk_5.wav,20,258,text_fileid_135_doa258_spk1.txt,0.17073170731707318,7,41,I HAVE BROUGHT A STRANGE CREATURE WEARING THE METAL OF A THARK WHOM IT IS MY PLEASURE TO HAVE BATTLE WITH A WILD THOAT AT THE GREAT GAMES HE WILL DIE AS BAR COMAS YOUR JEDDAK SEES FIT IF AT ALL,"I have brought a strange creature wearing the metal of a thug. whom it is my pleasure to have battled with a wild dog. the great gate, he will die as bar- comas urogenic sees fit, if at all.","259,259,258,259,93",33.6
136,4,"1,2,3,4",mic_fileid_136_doa59_3spk_1.wav|mic_fileid_136_doa59_3spk_2.wav|mic_fileid_136_doa59_3spk_3.wav|mic_fileid_136_doa59_3spk_4.wav,16,253,text_fileid_136_doa253_spk1.txt,0.425,17,40,HIS THROAT AND BREAST WERE GRAY SHADING INTO BRIGHT YELLOW UNDERNEATH HIS BACK AND HEAD WERE OF A GRAYISH BROWN WITH A TINT OF OLIVE GREEN A POINTED CAP WAS ALL THAT WAS NEEDED TO MAKE HIM QUITE DISTINGUISHED LOOKING,"His throat and breast were gray, shading it to bright yellow under the eyes. his back and head were of a grayish brown with a tint of vol 3. It pointed cap was all that was needed to make it by not this to make him willingly active.","240,252,236,214",17.5
137,4,"1,2,3,4",mic_fileid_137_doa84_3spk_1.wav|mic_fileid_137_doa84_3spk_2.wav|mic_fileid_137_doa84_3spk_3.wav|mic_fileid_137_doa84_3spk_4.wav,16,173,text_fileid_137_doa173_spk1.txt,0.24444444444444444,11,45,BUT A NOTE IN THE MARGIN OF THE CIRCULAR INFORMED THEM THAT IT STOOD TWO AND A HALF FEET HIGH WHEN SET UP IN ALL ITS DIGNITY AND SPLENDOR ON A PROPER TABLE THREE DOLLARS EXTRA IT WAS ONLY OF POLISHED BRASS CONTINUED THE CIRCULAR,"But a note in the margin of the circular informed them that it stood to an end. half feet high, one set up in all its dignity and splendor and a pr- for table $3 extra. It was only a polished breath, continued the circular.","172,172,171,172",1.25
138,4,"1,2,3,4",mic_fileid_138_doa68_3spk_1.wav|mic_fileid_138_doa68_3spk_2.wav|mic_fileid_138_doa68_3spk_3.wav|mic_fileid_138_doa68_3spk_4.wav,16,68,text_fileid_138_doa68_spk1.txt,0.6666666666666666,26,39,I GREW USED TO EVERYTHING OR RATHER I VOLUNTARILY RESIGNED MYSELF TO ENDURING IT BUT I HAD A MEANS OF ESCAPE THAT RECONCILED EVERYTHING THAT WAS TO FIND REFUGE IN THE SUBLIME AND THE BEAUTIFUL IN DREAMS OF COURSE,"still the clamor, and we proceeded at a trot across the plaza. myself to endure it. That was to find refuge in the sub- the line and the beautiful in dreams of course.","232,61,60,68",44.75
139,4,"1,2,3,4",mic_fileid_139_doa109_3spk_1.wav|mic_fileid_139_doa109_3spk_2.wav|mic_fileid_139_doa109_3spk_3.wav|mic_fileid_139_doa109_3spk_4.wav,16,109,text_fileid_139_doa109_spk1.txt,0.34615384615384615,9,26,SHE WHO IN SIMPLE CLEARNESS OF VISION SEES BEYOND THE STARS SAID WHEN HE HAD FLOWN HE WILL BE HAPPY THERE HE EVER LOVED BEAUTIFUL THINGS,She who in simple clearness of vision sees beyond the stars. said when he had flown. happy there. He ever loved beautiful things. that Mr. Carlaw had not lost.,"109,110,110,141",8.5
140,5,"1,2,3,4,5",mic_fileid_140_doa211_3spk_1.wav|mic_fileid_140_doa211_3spk_2.wav|mic_fileid_140_doa211_3spk_3.wav|mic_fileid_140_doa211_3spk_4.wav|mic_fileid_140_doa211_3spk_5.wav,20,338,text_fileid_140_doa338_spk1.txt,0.30434782608695654,14,46,THEY HAD HEARD OUR SHOT AND CAME ACROSS TO SEE WHAT LUCK WHAT IVER IS THE MATTER WITH YE ASKED MISSUS O'SHAUGHNESSY MISTER HAYNES TOLD HER THEY HAD HEARD THE NOISE BUT HAD THOUGHT IT THUNDER MISTER HAYNES TOLD ME THAT IF I WOULD CHIRK UP,They had heard our shot and came across to see what luck. What do you think of the matter with the Astonishes of Shaughnessy? Mr. Haynes told her they had heard the noise but had thought at thunder. Mr. Haynes told me that if I would cheer up. Thank you.,"339,339,338,338,0",4.8
141,4,"1,2,3,4",mic_fileid_141_doa54_3spk_1.wav|mic_fileid_141_doa54_3spk_2.wav|mic_fileid_141_doa54_3spk_3.wav|mic_fileid_141_doa54_3spk_4.wav,16,54,text_fileid_141_doa54_spk1.txt,0.21428571428571427,9,42,IT POINTED THE MORAL THAT BOSTON FOR THE FINER TASTE LEFT NEW YORK NOWHERE AND THE GOOD LADY AS THE EXPONENT OF THIS DOCTRINE WHICH SHE SET FORTH AT A CERTAIN LENGTH MADE OBVIOUSLY TO DENSHER'S MIND HER NEAREST APPROACH TO SUPPLYING,"It pointed to the moral that Boston, for the finer taste left New York nowhere. And the good lady has the exponent of this doctrine which she set forth at a certain length, made obviously to dentures my... near as close to the supply.","49,43,48,75",10.75
142,4,"1,2,3,4",mic_fileid_142_doa64_3spk_1.wav|mic_fileid_142_doa64_3spk_2.wav|mic_fileid_142_doa64_3spk_3.wav|mic_fileid_142_doa64_3spk_4.wav,16,193,text_fileid_142_doa193_spk1.txt,0,0,38,IN ED GRIFFITH'S SALOON BUT AS THEY WALKED ABOUT UNDER THE TREES THEY OCCASIONALLY EMBRACED THE NIGHT AND THEIR OWN THOUGHTS HAD AROUSED SOMETHING IN THEM AS THEY WERE RETURNING TO MAIN STREET THEY PASSED THE LITTLE LAWN,"in Ed Griffith's Saloon. But as they walked about under the trees they occasionally embraced. the night and their own thoughts had aroused something in them. As they were returning to Main Street, they passed the little lawn.","209,187,192,184",8
143,4,"1,2,3,4",mic_fileid_143_doa172_3spk_1.wav|mic_fileid_143_doa172_3spk_2.wav|mic_fileid_143_doa172_3spk_3.wav|mic_fileid_143_doa172_3spk_4.wav,16,351,text_fileid_143_doa351_spk1.txt,0.4722222222222222,17,36,SAID MISS BINGLEY WILL SHE BE AS TALL AS I AM I THINK SHE WILL SHE IS NOW ABOUT MISS ELIZABETH BENNET'S HEIGHT OR RATHER TALLER HOW I LONG TO SEE HER AGAIN I NEVER MET,"Sadness baby, will she be as tall as I am? I think she will. She's now about Miss Elizabeth Benetite. Or rather tall. I don't see this. How long do you see this? I never met...","353,334,336,336",12.25
144,4,"1,2,3,4",mic_fileid_144_doa170_3spk_1.wav|mic_fileid_144_doa170_3spk_2.wav|mic_fileid_144_doa170_3spk_3.wav|mic_fileid_144_doa170_3spk_4.wav,16,250,text_fileid_144_doa250_spk1.txt,0.2222222222222222,6,27,BUT AS BETWEEN FRIEN'S CERTAIN DELICATE LITTLE FACTS IN YOUR PAST LIFE HAVE COME INADVERTENTLY TO ME HEARING SOMETIMES HE WOULD ALLUDE TO A CERTAIN DOCUMENT OR,"But as between friends, certain delicate little f- in your past lives have come inadvertent. to me hearing. Sometimes he would have the to a certain document or...","249,249,250,248",1
145,4,"1,2,3,4",mic_fileid_145_doa40_3spk_1.wav|mic_fileid_145_doa40_3spk_2.wav|mic_fileid_145_doa40_3spk_3.wav|mic_fileid_145_doa40_3spk_4.wav,16,40,text_fileid_145_doa40_spk1.txt,0.24324324324324326,9,37,OH EXCLAIMED REBECCA SYMPATHETICALLY MINE WAS NO SHOES AND TOO MANY BABIES AND NOT ENOUGH BOOKS BUT YOU'RE ALL RIGHT AND HAPPY NOW AREN'T YOU SHE ASKED DOUBTFULLY FOR THOUGH HE LOOKED HANDSOME WELL FED AND PROSPEROUS,"Oh exclaimed Rebecca sympathetically. Mine was no sh- and too many babies and not enough books. But you're all Right and happy now, aren't you? She asked out for leave for though he looked. and flirt protégés.","39,39,39,325",19.5
146,4,"1,2,3,4",mic_fileid_146_doa55_3spk_1.wav|mic_fileid_146_doa55_3spk_2.wav|mic_fileid_146_doa55_3spk_3.wav|mic_fileid_146_doa55_3spk_4.wav,16,170,text_fileid_146_doa170_spk1.txt,0.07317073170731707,3,41,AS THOUGH WONDERING WHETHER THE MISSILE THAT HAD STRUCK HIM THERE HAD ALSO BEEN LOADED IN THAT WAY WE'RE SORRY MISTER CHASE THAT YOUR WINDOW WAS BROKEN SAID FRANK STEADILY IT WAS AN ACCIDENT I GIVE YOU MY WORD ABOUT THAT,as though wondering whether the missile that struck him there had also been loaded in the that way. We're sorry Mr. Chase that your window was broken. said Frank steadily. It was an accident. I give you my word about that.,"169,169,170,169",0.75
147,4,"1,2,3,4",mic_fileid_147_doa111_3spk_1.wav|mic_fileid_147_doa111_3spk_2.wav|mic_fileid_147_doa111_3spk_3.wav|mic_fileid_147_doa111_3spk_4.wav,16,323,text_fileid_147_doa323_spk1.txt,0.84375,27,32,THE SULTAN WITHOUT WAITING FOR SCHEHERAZADE TO ASK HIS PERMISSION BADE HER PROCEED WITH THE STORY OF THE GENIE AND THE MERCHANT UPON WHICH SCHEHERAZADE CONTINUED HER RELATION AS FOLLOWS F N,It made me feel like I could sit and come again. We should have tried to appraise the different species as they wandered around. as that continued her relation as follows. FN. okay,"139,166,324,167",122.5
148,4,"1,2,3,4",mic_fileid_148_doa52_3spk_1.wav|mic_fileid_148_doa52_3spk_2.wav|mic_fileid_148_doa52_3spk_3.wav|mic_fileid_148_doa52_3spk_4.wav,16,52,text_fileid_148_doa52_spk1.txt,0.6875,22,32,HIS LIPS CONTINUED TO MOVE SILENTLY AS THOUGH HE WERE TALKING TO HIMSELF WHICH CAUSED THEM ALL TO GAZE ATTENTIVELY AT HIM IN THE ENDEAVOR TO HEAR MORE THERE WAS NO APPLAUSE,His lips continued to move silently as though he were talking. anger and desire with various skills and grunts. delivered with a variety of intonations that were very easily interpreted. snow would pause.,"44,180,180,43",68.25
149,5,"1,2,3,4,5",mic_fileid_149_doa92_3spk_1.wav|mic_fileid_149_doa92_3spk_2.wav|mic_fileid_149_doa92_3spk_3.wav|mic_fileid_149_doa92_3spk_4.wav|mic_fileid_149_doa92_3spk_5.wav,20,92,text_fileid_149_doa92_spk1.txt,0.12121212121212122,4,33,YOU CANNOT TELL A MAN BY THE LOBSTER HE EATS BUT YOU CAN TELL SOMETHING ABOUT HIM BY THE LITERATURE HE READS FOR INSTANCE I ONCE OCCUPIED A CARRIAGE ON AN EASTERN LINE,"You cannot tell a man by the lobster he eats. But you can tell something about him by the literal sure he reads. For instance, I was Once occupied, carriage on an eastern line.","94,95,94,96,100",3.8
150,4,"1,2,3,4",mic_fileid_150_doa91_3spk_1.wav|mic_fileid_150_doa91_3spk_2.wav|mic_fileid_150_doa91_3spk_3.wav|mic_fileid_150_doa91_3spk_4.wav,16,223,text_fileid_150_doa223_spk1.txt,0.2702702702702703,10,37,THIS IS WHAT I WANTED TO SEE SAID GRAHAM THIS IS WHAT I WANTED TO SEE TRYING TO AVOID A START AT A PARTICULARLY STRIKING DISFIGUREMENT SHE MIGHT HAVE DONE BETTER WITH HERSELF THAN THAT SAID ASANO,"This is what I wanted to see, said Graham. wanted to see, trying to avoid a start at a particularly striking disfigurement. She might have done better with herself than that. a soft mind head as usual.","223,226,222,83",36
151,4,"1,2,3,4",mic_fileid_151_doa83_3spk_1.wav|mic_fileid_151_doa83_3spk_2.wav|mic_fileid_151_doa83_3spk_3.wav|mic_fileid_151_doa83_3spk_4.wav,16,298,text_fileid_151_doa298_spk1.txt,0.034482758620689655,1,29,AND IS THERE ANYTHING FINER THAN TO SEARCH FOR ONE'S OWN VIRTUES IS IT NOT ALMOST TO BELIEVE IN ONE'S OWN VIRTUES BUT THIS BELIEVING IN ONE'S OWN VIRTUES,"And is there anything finer than to search for one's own virtues? Is it not almost to believe in one? own virtues, but this believing in one's own virtues.","287,281,284,279",15.25
152,4,"1,2,3,4",mic_fileid_152_doa81_3spk_1.wav|mic_fileid_152_doa81_3spk_2.wav|mic_fileid_152_doa81_3spk_3.wav|mic_fileid_152_doa81_3spk_4.wav,16,81,text_fileid_152_doa81_spk1.txt,0.26666666666666666,8,30,SHE PRESENTLY DISCOVERED IN TRUTH THAT THIS OBLIGATION WAS OF THE LIGHTEST AND THAT MISSUS TOUCHETT CARED VERY LITTLE HOW MISS STACKPOLE BEHAVED MISSUS TOUCHETT HAD DEFINED HER TO ISABEL,"She presently discovered in truth that this obligation was of the lightest and that Mrs. Touchant care very Very little, how mistackable, behaved. Mrs. Touching. had defined her to Isabel.","80,84,81,81",1
153,4,"1,2,3,4",mic_fileid_153_doa13_3spk_1.wav|mic_fileid_153_doa13_3spk_2.wav|mic_fileid_153_doa13_3spk_3.wav|mic_fileid_153_doa13_3spk_4.wav,16,102,text_fileid_153_doa102_spk1.txt,0.16216216216216217,6,37,I'M KEEPING OPEN HOUSE FOR A SPECIAL REASON TWO FELLOWS I KNOW ARE GETTING MARRIED TO MORROW IT'S A DOUBLE WEDDING IT'S ALSO A DOUBLE HONEYMOON BUT THEY AREN'T ONTO THAT YET HARMON'S CLEAR BROWN EYES TWINKLED,"I'm keeping open house for a special reason. Two fellows are... I know we're getting married tomorrow. It's a double wedding. It's also a double- double honeymoon, but they aren't onto that yet. Carmen's clear brown eyes twinkled.","101,101,101,101",1
154,4,"1,2,3,4",mic_fileid_154_doa109_3spk_1.wav|mic_fileid_154_doa109_3spk_2.wav|mic_fileid_154_doa109_3spk_3.wav|mic_fileid_154_doa109_3spk_4.wav,16,109,text_fileid_154_doa109_spk1.txt,0.25,9,36,LIBERTY TO HIM EPITOMIZES ITSELF IN ACCESS TO THE MEANS OF TOIL TO TILL THE SOIL AND LABOUR INTERMINABLY WITH RUDE IMPLEMENTS AND UTENSILS IS ALL HE ASKS OF LIFE AND OF THE POWERS THAT BE,"Liberty, to him, epitomizes itself in access to the means of toys. to till the soil and labor interminably with rude and and utensils is all he asks of life and of the powers that be. It seldom I see other folks","105,105,103,280",46.25
155,5,"1,2,3,4,5",mic_fileid_155_doa4_3spk_1.wav|mic_fileid_155_doa4_3spk_2.wav|mic_fileid_155_doa4_3spk_3.wav|mic_fileid_155_doa4_3spk_4.wav|mic_fileid_155_doa4_3spk_5.wav,20,4,text_fileid_155_doa4_spk1.txt,0.23809523809523808,10,42,DON JUAN NOW WE LOOK UPON THE SMALLEST BOOK EVER PRINTED DANTE'S DIVINA COMMEDIA BOUND IN TURKEY GILT LESS THAN TWO AND ONE FOURTH INCHES LONG BY ONE AND ONE HALF INCHES WIDE THE COLLECTION OF MISTER AND MISSUS S C HALL,"Now I'm one. Now we look upon the smallest book ever printed. Dante's Divina Comedian, found in Turkeyville. than two and one fourth inches long by one and one half inches wide. The collection of Mr. and Mayor's S. C. Hall.","27,7,26,28,247",37.8
156,4,"1,2,3,4",mic_fileid_156_doa54_3spk_1.wav|mic_fileid_156_doa54_3spk_2.wav|mic_fileid_156_doa54_3spk_3.wav|mic_fileid_156_doa54_3spk_4.wav,16,169,text_fileid_156_doa169_spk1.txt,0.18181818181818182,6,33,INTERRUPTED PHILIP I'VE HEARD THAT SOME PROFESSORS SAY THAT THEIR ANNEX CLASSES DO BETTER WORK THAN OURS BUT ANYBODY CAN TELL THAT THAT'S ALL ROT I BELIEVE IT'S ALL PERFECTLY TRUE SAID NORA,"Interrupted Phillip. I've heard some professors say that there and X classes do better work than ours. But anybody can tell that that's all right. I believe... it's all perfectly true,"" said Nora.","169,169,169,168",0.25
157,5,"1,2,3,4,5",mic_fileid_157_doa8_3spk_1.wav|mic_fileid_157_doa8_3spk_2.wav|mic_fileid_157_doa8_3spk_3.wav|mic_fileid_157_doa8_3spk_4.wav|mic_fileid_157_doa8_3spk_5.wav,20,155,text_fileid_157_doa155_spk1.txt,0.27450980392156865,14,51,HE AS THE CORPORAL WAS ENTERING THE CONFINES OF BOHEMIA MY UNCLE TOBY OBLIGED HIM TO HALT FOR A SINGLE MOMENT HE HAD SET OUT BARE HEADED HAVING SINCE HE PULL'D OFF HIS MONTERO CAP IN THE LATTER END OF THE LAST CHAPTER LEFT IT LYING BESIDE HIM ON THE GROUND,"He, as the corporal, was entering the confines of Bohemia. be obliged and to halt for a single moment. He had set out, but... their headed, having since he pulled off his Montero cap in the last later into the last chapter, let it line beside him on the ground. Thank you.","152,153,153,138,272",28.2
